Initializare baza de date,2025-05-19 15:20:28
Cautare student dupa ID in baza de date,2025-05-19 17:20:26
Cautare materie dupa cod in baza de date,2025-05-19 17:20:26
Cautare profesor dupa ID in baza de date,2025-05-19 17:20:26
Cautare sala dupa ID in baza de date,2025-05-19 17:20:26
Cautare materie dupa cod in baza de date,2025-05-19 17:20:26
Cautare profesor dupa ID in baza de date,2025-05-19 17:20:26
Cautare sala dupa ID in baza de date,2025-05-19 17:20:26
Cautare materie dupa cod in baza de date,2025-05-19 17:20:26
Cautare profesor dupa ID in baza de date,2025-05-19 17:20:26
Cautare sala dupa ID in baza de date,2025-05-19 17:20:26
Cautare student dupa ID in baza de date,2025-05-19 17:20:26
Cautare student dupa ID in baza de date,2025-05-19 17:20:26
Cautare materie dupa cod in baza de date,2025-05-19 17:20:26
Cautare profesor dupa ID in baza de date,2025-05-19 17:20:26
Cautare sala dupa ID in baza de date,2025-05-19 17:20:26
Cautare student dupa ID in baza de date,2025-05-19 17:20:26
Cautare student dupa ID in baza de date,2025-05-19 17:20:26
Cautare materie dupa cod in baza de date,2025-05-19 17:20:26
Cautare profesor dupa ID in baza de date,2025-05-19 17:20:26
Cautare sala dupa ID in baza de date,2025-05-19 17:20:26
Listare toate cursurile din baza de date,2025-05-19 17:20:26
Cautare student dupa ID in baza de date,2025-05-19 17:20:58
Cautare student dupa ID in baza de date,2025-05-19 17:20:58
Cautare materie dupa cod in baza de date,2025-05-19 17:20:58
Cautare profesor dupa ID in baza de date,2025-05-19 17:20:58
Cautare sala dupa ID in baza de date,2025-05-19 17:20:58
Cautare student dupa ID in baza de date,2025-05-19 17:20:58
Cautare student dupa ID in baza de date,2025-05-19 17:20:58
Cautare student dupa ID in baza de date,2025-05-19 17:20:58
Cautare student dupa ID in baza de date,2025-05-19 17:20:58
Cautare student dupa ID in baza de date,2025-05-19 17:20:58
Cautare materie dupa cod in baza de date,2025-05-19 17:20:58
Cautare profesor dupa ID in baza de date,2025-05-19 17:20:58
Cautare sala dupa ID in baza de date,2025-05-19 17:20:58
Cautare student dupa ID in baza de date,2025-05-19 17:20:58
Cautare student dupa ID in baza de date,2025-05-19 17:20:58
Cautare student dupa ID in baza de date,2025-05-19 17:20:58
Cautare materie dupa cod in baza de date,2025-05-19 17:20:58
Cautare profesor dupa ID in baza de date,2025-05-19 17:20:58
Cautare sala dupa ID in baza de date,2025-05-19 17:20:58
Cautare student dupa ID in baza de date,2025-05-19 17:20:58
Cautare student dupa ID in baza de date,2025-05-19 17:20:58
Cautare student dupa ID in baza de date,2025-05-19 17:20:58
Cautare cursuri dupa ID student in baza de date,2025-05-19 17:20:58
Obtinere cursuri student,2025-05-19 17:20:58
Cautare student dupa ID in baza de date,2025-05-19 17:20:58
Cautare materie dupa cod in baza de date,2025-05-19 17:20:58
Cautare profesor dupa ID in baza de date,2025-05-19 17:20:58
Cautare sala dupa ID in baza de date,2025-05-19 17:20:58
Cautare student dupa ID in baza de date,2025-05-19 17:20:58
Cautare student dupa ID in baza de date,2025-05-19 17:20:58
Cautare student dupa ID in baza de date,2025-05-19 17:20:58
Cautare student dupa ID in baza de date,2025-05-19 17:20:58
Cautare curs dupa ID in baza de date,2025-05-19 17:20:58
Cautare note dupa ID student in baza de date,2025-05-19 17:20:58
Cautare student dupa ID in baza de date,2025-05-19 17:20:58
Calcul medie student,S1,2025-05-19 17:20:58
Cautare student dupa ID in baza de date,2025-05-19 17:21:10
Cautare student dupa ID in baza de date,2025-05-19 17:21:10
Cautare materie dupa cod in baza de date,2025-05-19 17:21:10
Cautare profesor dupa ID in baza de date,2025-05-19 17:21:10
Cautare sala dupa ID in baza de date,2025-05-19 17:21:10
Cautare student dupa ID in baza de date,2025-05-19 17:21:10
Cautare student dupa ID in baza de date,2025-05-19 17:21:10
Cautare student dupa ID in baza de date,2025-05-19 17:21:10
Cautare student dupa ID in baza de date,2025-05-19 17:21:10
Cautare student dupa ID in baza de date,2025-05-19 17:21:10
Cautare materie dupa cod in baza de date,2025-05-19 17:21:10
Cautare profesor dupa ID in baza de date,2025-05-19 17:21:10
Cautare sala dupa ID in baza de date,2025-05-19 17:21:10
Cautare student dupa ID in baza de date,2025-05-19 17:21:10
Cautare student dupa ID in baza de date,2025-05-19 17:21:10
Cautare student dupa ID in baza de date,2025-05-19 17:21:10
Cautare materie dupa cod in baza de date,2025-05-19 17:21:10
Cautare profesor dupa ID in baza de date,2025-05-19 17:21:10
Cautare sala dupa ID in baza de date,2025-05-19 17:21:10
Cautare student dupa ID in baza de date,2025-05-19 17:21:10
Cautare student dupa ID in baza de date,2025-05-19 17:21:10
Cautare student dupa ID in baza de date,2025-05-19 17:21:10
Cautare cursuri dupa ID student in baza de date,2025-05-19 17:21:10
Obtinere cursuri student,2025-05-19 17:21:10
Cautare student dupa ID in baza de date,2025-05-19 17:21:22
Cautare materie dupa cod in baza de date,2025-05-19 17:21:22
Cautare profesor dupa ID in baza de date,2025-05-19 17:21:22
Cautare sala dupa ID in baza de date,2025-05-19 17:21:22
Cautare student dupa ID in baza de date,2025-05-19 17:21:22
Cautare student dupa ID in baza de date,2025-05-19 17:21:22
Cautare student dupa ID in baza de date,2025-05-19 17:21:22
Cautare student dupa ID in baza de date,2025-05-19 17:21:22
Cautare curs dupa ID in baza de date,2025-05-19 17:21:22
Cautare note dupa ID student si ID curs in baza de date,2025-05-19 17:21:22
Stergere nota specifica din baza de date,2025-05-19 17:21:22
Cautare student dupa ID in baza de date,2025-05-19 17:21:36
Cautare student dupa ID in baza de date,2025-05-19 17:21:36
Cautare materie dupa cod in baza de date,2025-05-19 17:21:36
Cautare profesor dupa ID in baza de date,2025-05-19 17:21:36
Cautare sala dupa ID in baza de date,2025-05-19 17:21:36
Cautare student dupa ID in baza de date,2025-05-19 17:21:36
Cautare student dupa ID in baza de date,2025-05-19 17:21:36
Cautare student dupa ID in baza de date,2025-05-19 17:21:36
Cautare student dupa ID in baza de date,2025-05-19 17:21:36
Cautare student dupa ID in baza de date,2025-05-19 17:21:36
Cautare materie dupa cod in baza de date,2025-05-19 17:21:36
Cautare profesor dupa ID in baza de date,2025-05-19 17:21:36
Cautare sala dupa ID in baza de date,2025-05-19 17:21:36
Cautare student dupa ID in baza de date,2025-05-19 17:21:36
Cautare student dupa ID in baza de date,2025-05-19 17:21:36
Cautare student dupa ID in baza de date,2025-05-19 17:21:36
Cautare materie dupa cod in baza de date,2025-05-19 17:21:36
Cautare profesor dupa ID in baza de date,2025-05-19 17:21:36
Cautare sala dupa ID in baza de date,2025-05-19 17:21:36
Cautare student dupa ID in baza de date,2025-05-19 17:21:36
Cautare student dupa ID in baza de date,2025-05-19 17:21:36
Cautare student dupa ID in baza de date,2025-05-19 17:21:36
Cautare cursuri dupa ID student in baza de date,2025-05-19 17:21:36
Obtinere cursuri student,2025-05-19 17:21:36
Cautare note dupa ID student in baza de date,2025-05-19 17:21:36
Cautare student dupa ID in baza de date,2025-05-19 17:21:36
Calcul medie student,S1,2025-05-19 17:21:36
Initializare baza de date,2025-05-19 17:21:49
Listare toti studentii din baza de date,2025-05-19 17:21:49
Listare toti profesorii din baza de date,2025-05-19 17:21:49
Listare toate materiile din baza de date,2025-05-19 17:21:49
Listare toate salile din baza de date,2025-05-19 17:21:49
Cautare materie dupa cod in baza de date,2025-05-19 17:21:49
Cautare profesor dupa ID in baza de date,2025-05-19 17:21:49
Cautare sala dupa ID in baza de date,2025-05-19 17:21:49
Cautare student dupa ID in baza de date,2025-05-19 17:21:49
Cautare student dupa ID in baza de date,2025-05-19 17:21:49
Cautare student dupa ID in baza de date,2025-05-19 17:21:49
Cautare student dupa ID in baza de date,2025-05-19 17:21:49
Cautare materie dupa cod in baza de date,2025-05-19 17:21:49
Cautare profesor dupa ID in baza de date,2025-05-19 17:21:49
Cautare sala dupa ID in baza de date,2025-05-19 17:21:49
Cautare materie dupa cod in baza de date,2025-05-19 17:21:49
Cautare profesor dupa ID in baza de date,2025-05-19 17:21:49
Cautare sala dupa ID in baza de date,2025-05-19 17:21:49
Cautare materie dupa cod in baza de date,2025-05-19 17:21:49
Cautare profesor dupa ID in baza de date,2025-05-19 17:21:49
Cautare sala dupa ID in baza de date,2025-05-19 17:21:49
Cautare student dupa ID in baza de date,2025-05-19 17:21:49
Cautare student dupa ID in baza de date,2025-05-19 17:21:49
Cautare materie dupa cod in baza de date,2025-05-19 17:21:49
Cautare profesor dupa ID in baza de date,2025-05-19 17:21:49
Cautare sala dupa ID in baza de date,2025-05-19 17:21:49
Cautare student dupa ID in baza de date,2025-05-19 17:21:49
Cautare student dupa ID in baza de date,2025-05-19 17:21:49
Cautare materie dupa cod in baza de date,2025-05-19 17:21:49
Cautare profesor dupa ID in baza de date,2025-05-19 17:21:49
Cautare sala dupa ID in baza de date,2025-05-19 17:21:49
Listare toate cursurile din baza de date,2025-05-19 17:21:49
Cautare student dupa ID in baza de date,2025-05-19 17:21:56
Cautare student dupa ID in baza de date,2025-05-19 17:21:56
Cautare materie dupa cod in baza de date,2025-05-19 17:21:56
Cautare profesor dupa ID in baza de date,2025-05-19 17:21:56
Cautare sala dupa ID in baza de date,2025-05-19 17:21:57
Cautare student dupa ID in baza de date,2025-05-19 17:21:57
Cautare student dupa ID in baza de date,2025-05-19 17:21:57
Cautare student dupa ID in baza de date,2025-05-19 17:21:57
Cautare student dupa ID in baza de date,2025-05-19 17:21:57
Cautare student dupa ID in baza de date,2025-05-19 17:21:57
Cautare materie dupa cod in baza de date,2025-05-19 17:21:57
Cautare profesor dupa ID in baza de date,2025-05-19 17:21:57
Cautare sala dupa ID in baza de date,2025-05-19 17:21:57
Cautare student dupa ID in baza de date,2025-05-19 17:21:57
Cautare student dupa ID in baza de date,2025-05-19 17:21:57
Cautare student dupa ID in baza de date,2025-05-19 17:21:57
Cautare materie dupa cod in baza de date,2025-05-19 17:21:57
Cautare profesor dupa ID in baza de date,2025-05-19 17:21:57
Cautare sala dupa ID in baza de date,2025-05-19 17:21:57
Cautare student dupa ID in baza de date,2025-05-19 17:21:57
Cautare student dupa ID in baza de date,2025-05-19 17:21:57
Cautare student dupa ID in baza de date,2025-05-19 17:21:57
Cautare cursuri dupa ID student in baza de date,2025-05-19 17:21:57
Obtinere cursuri student,2025-05-19 17:21:57
Cautare note dupa ID student in baza de date,2025-05-19 17:21:57
Cautare student dupa ID in baza de date,2025-05-19 17:21:57
Calcul medie student,S1,2025-05-19 17:21:57
Cautare student dupa ID in baza de date,2025-05-19 17:22:03
Cautare student dupa ID in baza de date,2025-05-19 17:22:03
Cautare materie dupa cod in baza de date,2025-05-19 17:22:03
Cautare profesor dupa ID in baza de date,2025-05-19 17:22:03
Cautare sala dupa ID in baza de date,2025-05-19 17:22:03
Cautare student dupa ID in baza de date,2025-05-19 17:22:03
Cautare student dupa ID in baza de date,2025-05-19 17:22:03
Cautare student dupa ID in baza de date,2025-05-19 17:22:03
Cautare student dupa ID in baza de date,2025-05-19 17:22:03
Cautare student dupa ID in baza de date,2025-05-19 17:22:03
Cautare materie dupa cod in baza de date,2025-05-19 17:22:03
Cautare profesor dupa ID in baza de date,2025-05-19 17:22:03
Cautare sala dupa ID in baza de date,2025-05-19 17:22:03
Cautare student dupa ID in baza de date,2025-05-19 17:22:03
Cautare student dupa ID in baza de date,2025-05-19 17:22:03
Cautare student dupa ID in baza de date,2025-05-19 17:22:03
Cautare materie dupa cod in baza de date,2025-05-19 17:22:03
Cautare profesor dupa ID in baza de date,2025-05-19 17:22:03
Cautare sala dupa ID in baza de date,2025-05-19 17:22:03
Cautare student dupa ID in baza de date,2025-05-19 17:22:03
Cautare student dupa ID in baza de date,2025-05-19 17:22:03
Cautare student dupa ID in baza de date,2025-05-19 17:22:03
Cautare cursuri dupa ID student in baza de date,2025-05-19 17:22:03
Obtinere cursuri student,2025-05-19 17:22:03
Cautare student dupa ID in baza de date,2025-05-19 17:22:08
Salvare nota in baza de date,S1 la CRS4 nota 10.0,2025-05-19 17:22:08
Adaugare nota,S1 la CRS4 nota 10.0,2025-05-19 17:22:08
Cautare student dupa ID in baza de date,2025-05-19 17:22:13
Cautare materie dupa cod in baza de date,2025-05-19 17:22:13
Cautare profesor dupa ID in baza de date,2025-05-19 17:22:13
Cautare sala dupa ID in baza de date,2025-05-19 17:22:13
Cautare student dupa ID in baza de date,2025-05-19 17:22:13
Cautare student dupa ID in baza de date,2025-05-19 17:22:13
Cautare student dupa ID in baza de date,2025-05-19 17:22:13
Cautare student dupa ID in baza de date,2025-05-19 17:22:13
Cautare student dupa ID in baza de date,2025-05-19 17:22:13
Cautare materie dupa cod in baza de date,2025-05-19 17:22:13
Cautare profesor dupa ID in baza de date,2025-05-19 17:22:13
Cautare sala dupa ID in baza de date,2025-05-19 17:22:13
Cautare student dupa ID in baza de date,2025-05-19 17:22:13
Cautare student dupa ID in baza de date,2025-05-19 17:22:13
Cautare student dupa ID in baza de date,2025-05-19 17:22:13
Cautare materie dupa cod in baza de date,2025-05-19 17:22:13
Cautare profesor dupa ID in baza de date,2025-05-19 17:22:13
Cautare sala dupa ID in baza de date,2025-05-19 17:22:13
Cautare student dupa ID in baza de date,2025-05-19 17:22:13
Cautare student dupa ID in baza de date,2025-05-19 17:22:13
Cautare student dupa ID in baza de date,2025-05-19 17:22:13
Cautare cursuri dupa ID student in baza de date,2025-05-19 17:22:13
Obtinere cursuri student,2025-05-19 17:22:13
Cautare student dupa ID in baza de date,2025-05-19 17:22:29
Cautare student dupa ID in baza de date,2025-05-19 17:22:29
Cautare materie dupa cod in baza de date,2025-05-19 17:22:29
Cautare profesor dupa ID in baza de date,2025-05-19 17:22:29
Cautare sala dupa ID in baza de date,2025-05-19 17:22:29
Cautare student dupa ID in baza de date,2025-05-19 17:22:29
Cautare student dupa ID in baza de date,2025-05-19 17:22:29
Cautare student dupa ID in baza de date,2025-05-19 17:22:29
Cautare student dupa ID in baza de date,2025-05-19 17:22:29
Cautare student dupa ID in baza de date,2025-05-19 17:22:29
Cautare materie dupa cod in baza de date,2025-05-19 17:22:29
Cautare profesor dupa ID in baza de date,2025-05-19 17:22:29
Cautare sala dupa ID in baza de date,2025-05-19 17:22:29
Cautare student dupa ID in baza de date,2025-05-19 17:22:29
Cautare student dupa ID in baza de date,2025-05-19 17:22:29
Cautare student dupa ID in baza de date,2025-05-19 17:22:29
Cautare materie dupa cod in baza de date,2025-05-19 17:22:29
Cautare profesor dupa ID in baza de date,2025-05-19 17:22:29
Cautare sala dupa ID in baza de date,2025-05-19 17:22:29
Cautare student dupa ID in baza de date,2025-05-19 17:22:29
Cautare student dupa ID in baza de date,2025-05-19 17:22:29
Cautare student dupa ID in baza de date,2025-05-19 17:22:29
Cautare cursuri dupa ID student in baza de date,2025-05-19 17:22:29
Obtinere cursuri student,2025-05-19 17:22:29
Cautare student dupa ID in baza de date,2025-05-19 17:22:29
Cautare materie dupa cod in baza de date,2025-05-19 17:22:29
Cautare profesor dupa ID in baza de date,2025-05-19 17:22:29
Cautare sala dupa ID in baza de date,2025-05-19 17:22:29
Cautare student dupa ID in baza de date,2025-05-19 17:22:29
Cautare student dupa ID in baza de date,2025-05-19 17:22:29
Cautare curs dupa ID in baza de date,2025-05-19 17:22:29
Cautare note dupa ID student in baza de date,2025-05-19 17:22:29
Cautare student dupa ID in baza de date,2025-05-19 17:22:29
Calcul medie student,S1,2025-05-19 17:22:29
Initializare baza de date,2025-06-04 22:14:36
Listare toti studentii din baza de date,2025-06-04 22:14:36
Listare toti profesorii din baza de date,2025-06-04 22:14:36
Listare toate materiile din baza de date,2025-06-04 22:14:36
Listare toate salile din baza de date,2025-06-04 22:14:36
Cautare materie dupa cod in baza de date,2025-06-04 22:14:36
Cautare profesor dupa ID in baza de date,2025-06-04 22:14:36
Cautare sala dupa ID in baza de date,2025-06-04 22:14:36
Cautare student dupa ID in baza de date,2025-06-04 22:14:36
Cautare student dupa ID in baza de date,2025-06-04 22:14:36
Cautare student dupa ID in baza de date,2025-06-04 22:14:36
Cautare student dupa ID in baza de date,2025-06-04 22:14:36
Cautare materie dupa cod in baza de date,2025-06-04 22:14:36
Cautare profesor dupa ID in baza de date,2025-06-04 22:14:36
Cautare sala dupa ID in baza de date,2025-06-04 22:14:36
Cautare materie dupa cod in baza de date,2025-06-04 22:14:36
Cautare profesor dupa ID in baza de date,2025-06-04 22:14:36
Cautare sala dupa ID in baza de date,2025-06-04 22:14:36
Cautare materie dupa cod in baza de date,2025-06-04 22:14:36
Cautare profesor dupa ID in baza de date,2025-06-04 22:14:36
Cautare sala dupa ID in baza de date,2025-06-04 22:14:36
Cautare student dupa ID in baza de date,2025-06-04 22:14:36
Cautare student dupa ID in baza de date,2025-06-04 22:14:36
Cautare materie dupa cod in baza de date,2025-06-04 22:14:36
Cautare profesor dupa ID in baza de date,2025-06-04 22:14:36
Cautare sala dupa ID in baza de date,2025-06-04 22:14:36
Cautare student dupa ID in baza de date,2025-06-04 22:14:36
Cautare student dupa ID in baza de date,2025-06-04 22:14:36
Cautare materie dupa cod in baza de date,2025-06-04 22:14:36
Cautare profesor dupa ID in baza de date,2025-06-04 22:14:36
Cautare sala dupa ID in baza de date,2025-06-04 22:14:36
Listare toate cursurile din baza de date,2025-06-04 22:14:36
Initializare baza de date,2025-06-04 22:55:50
Listare toti studentii din baza de date,2025-06-04 22:55:50
Listare toti profesorii din baza de date,2025-06-04 22:55:50
Listare toate materiile din baza de date,2025-06-04 22:55:50
Listare toate salile din baza de date,2025-06-04 22:55:50
Cautare materie dupa cod in baza de date,2025-06-04 22:55:50
Cautare profesor dupa ID in baza de date,2025-06-04 22:55:50
Cautare sala dupa ID in baza de date,2025-06-04 22:55:50
Cautare student dupa ID in baza de date,2025-06-04 22:55:50
Cautare student dupa ID in baza de date,2025-06-04 22:55:50
Cautare student dupa ID in baza de date,2025-06-04 22:55:50
Cautare student dupa ID in baza de date,2025-06-04 22:55:50
Cautare materie dupa cod in baza de date,2025-06-04 22:55:50
Cautare profesor dupa ID in baza de date,2025-06-04 22:55:50
Cautare sala dupa ID in baza de date,2025-06-04 22:55:50
Cautare materie dupa cod in baza de date,2025-06-04 22:55:50
Cautare profesor dupa ID in baza de date,2025-06-04 22:55:50
Cautare sala dupa ID in baza de date,2025-06-04 22:55:50
Cautare materie dupa cod in baza de date,2025-06-04 22:55:50
Cautare profesor dupa ID in baza de date,2025-06-04 22:55:50
Cautare sala dupa ID in baza de date,2025-06-04 22:55:50
Cautare student dupa ID in baza de date,2025-06-04 22:55:50
Cautare student dupa ID in baza de date,2025-06-04 22:55:50
Cautare materie dupa cod in baza de date,2025-06-04 22:55:50
Cautare profesor dupa ID in baza de date,2025-06-04 22:55:50
Cautare sala dupa ID in baza de date,2025-06-04 22:55:50
Cautare student dupa ID in baza de date,2025-06-04 22:55:50
Cautare student dupa ID in baza de date,2025-06-04 22:55:50
Cautare materie dupa cod in baza de date,2025-06-04 22:55:50
Cautare profesor dupa ID in baza de date,2025-06-04 22:55:50
Cautare sala dupa ID in baza de date,2025-06-04 22:55:50
Listare toate cursurile din baza de date,2025-06-04 22:55:50
Salvare student in baza de date,2025-06-04 22:56:06
Adaugare student,S7,2025-06-04 22:56:06
Initializare baza de date,2025-06-04 22:59:41
Listare toti studentii din baza de date,2025-06-04 22:59:41
Listare toti profesorii din baza de date,2025-06-04 22:59:41
Listare toate materiile din baza de date,2025-06-04 22:59:41
Listare toate salile din baza de date,2025-06-04 22:59:41
Cautare materie dupa cod in baza de date,2025-06-04 22:59:41
Cautare profesor dupa ID in baza de date,2025-06-04 22:59:41
Cautare sala dupa ID in baza de date,2025-06-04 22:59:41
Cautare student dupa ID in baza de date,2025-06-04 22:59:41
Cautare student dupa ID in baza de date,2025-06-04 22:59:41
Cautare student dupa ID in baza de date,2025-06-04 22:59:41
Cautare student dupa ID in baza de date,2025-06-04 22:59:41
Cautare materie dupa cod in baza de date,2025-06-04 22:59:41
Cautare profesor dupa ID in baza de date,2025-06-04 22:59:41
Cautare sala dupa ID in baza de date,2025-06-04 22:59:41
Cautare materie dupa cod in baza de date,2025-06-04 22:59:41
Cautare profesor dupa ID in baza de date,2025-06-04 22:59:41
Cautare sala dupa ID in baza de date,2025-06-04 22:59:41
Cautare materie dupa cod in baza de date,2025-06-04 22:59:41
Cautare profesor dupa ID in baza de date,2025-06-04 22:59:41
Cautare sala dupa ID in baza de date,2025-06-04 22:59:41
Cautare student dupa ID in baza de date,2025-06-04 22:59:41
Cautare student dupa ID in baza de date,2025-06-04 22:59:41
Cautare materie dupa cod in baza de date,2025-06-04 22:59:41
Cautare profesor dupa ID in baza de date,2025-06-04 22:59:41
Cautare sala dupa ID in baza de date,2025-06-04 22:59:41
Cautare student dupa ID in baza de date,2025-06-04 22:59:41
Cautare student dupa ID in baza de date,2025-06-04 22:59:41
Cautare materie dupa cod in baza de date,2025-06-04 22:59:41
Cautare profesor dupa ID in baza de date,2025-06-04 22:59:41
Cautare sala dupa ID in baza de date,2025-06-04 22:59:41
Listare toate cursurile din baza de date,2025-06-04 22:59:41
Initializare baza de date,2025-06-04 23:11:09
Listare toti studentii din baza de date,2025-06-04 23:11:09
Listare toti profesorii din baza de date,2025-06-04 23:11:09
Listare toate materiile din baza de date,2025-06-04 23:11:09
Listare toate salile din baza de date,2025-06-04 23:11:09
Cautare materie dupa cod in baza de date,2025-06-04 23:11:09
Cautare profesor dupa ID in baza de date,2025-06-04 23:11:09
Cautare sala dupa ID in baza de date,2025-06-04 23:11:09
Cautare student dupa ID in baza de date,2025-06-04 23:11:10
Cautare student dupa ID in baza de date,2025-06-04 23:11:10
Cautare student dupa ID in baza de date,2025-06-04 23:11:10
Cautare student dupa ID in baza de date,2025-06-04 23:11:10
Cautare materie dupa cod in baza de date,2025-06-04 23:11:10
Cautare profesor dupa ID in baza de date,2025-06-04 23:11:10
Cautare sala dupa ID in baza de date,2025-06-04 23:11:10
Cautare materie dupa cod in baza de date,2025-06-04 23:11:10
Cautare profesor dupa ID in baza de date,2025-06-04 23:11:10
Cautare sala dupa ID in baza de date,2025-06-04 23:11:10
Cautare materie dupa cod in baza de date,2025-06-04 23:11:10
Cautare profesor dupa ID in baza de date,2025-06-04 23:11:10
Cautare sala dupa ID in baza de date,2025-06-04 23:11:10
Cautare student dupa ID in baza de date,2025-06-04 23:11:10
Cautare student dupa ID in baza de date,2025-06-04 23:11:10
Cautare materie dupa cod in baza de date,2025-06-04 23:11:10
Cautare profesor dupa ID in baza de date,2025-06-04 23:11:10
Cautare sala dupa ID in baza de date,2025-06-04 23:11:10
Cautare student dupa ID in baza de date,2025-06-04 23:11:10
Cautare student dupa ID in baza de date,2025-06-04 23:11:10
Cautare materie dupa cod in baza de date,2025-06-04 23:11:10
Cautare profesor dupa ID in baza de date,2025-06-04 23:11:10
Cautare sala dupa ID in baza de date,2025-06-04 23:11:10
Listare toate cursurile din baza de date,2025-06-04 23:11:10
Cautare student dupa ID in baza de date,2025-06-05 11:40:20
Cautare student dupa ID in baza de date,2025-06-05 11:40:20
Cautare materie dupa cod in baza de date,2025-06-05 11:40:20
Cautare profesor dupa ID in baza de date,2025-06-05 11:40:20
Cautare sala dupa ID in baza de date,2025-06-05 11:40:20
Cautare student dupa ID in baza de date,2025-06-05 11:40:20
Cautare student dupa ID in baza de date,2025-06-05 11:40:20
Cautare student dupa ID in baza de date,2025-06-05 11:40:20
Cautare student dupa ID in baza de date,2025-06-05 11:40:20
Cautare student dupa ID in baza de date,2025-06-05 11:40:20
Cautare materie dupa cod in baza de date,2025-06-05 11:40:20
Cautare profesor dupa ID in baza de date,2025-06-05 11:40:20
Cautare sala dupa ID in baza de date,2025-06-05 11:40:20
Cautare student dupa ID in baza de date,2025-06-05 11:40:20
Cautare student dupa ID in baza de date,2025-06-05 11:40:20
Cautare student dupa ID in baza de date,2025-06-05 11:40:20
Cautare cursuri dupa ID student in baza de date,2025-06-05 11:40:20
Obtinere cursuri student,2025-06-05 11:40:20
Cautare note dupa ID student in baza de date,2025-06-05 11:40:21
Cautare student dupa ID in baza de date,2025-06-05 11:40:21
Calcul medie student,S2,2025-06-05 11:40:21
Cautare student dupa ID in baza de date,2025-06-05 11:40:38
Cautare student dupa ID in baza de date,2025-06-05 11:40:38
Cautare materie dupa cod in baza de date,2025-06-05 11:40:38
Cautare profesor dupa ID in baza de date,2025-06-05 11:40:38
Cautare sala dupa ID in baza de date,2025-06-05 11:40:38
Cautare student dupa ID in baza de date,2025-06-05 11:40:38
Cautare student dupa ID in baza de date,2025-06-05 11:40:38
Cautare student dupa ID in baza de date,2025-06-05 11:40:38
Cautare student dupa ID in baza de date,2025-06-05 11:40:38
Cautare student dupa ID in baza de date,2025-06-05 11:40:38
Cautare materie dupa cod in baza de date,2025-06-05 11:40:38
Cautare profesor dupa ID in baza de date,2025-06-05 11:40:38
Cautare sala dupa ID in baza de date,2025-06-05 11:40:38
Cautare student dupa ID in baza de date,2025-06-05 11:40:38
Cautare student dupa ID in baza de date,2025-06-05 11:40:38
Cautare student dupa ID in baza de date,2025-06-05 11:40:38
Cautare materie dupa cod in baza de date,2025-06-05 11:40:38
Cautare profesor dupa ID in baza de date,2025-06-05 11:40:38
Cautare sala dupa ID in baza de date,2025-06-05 11:40:38
Cautare student dupa ID in baza de date,2025-06-05 11:40:38
Cautare student dupa ID in baza de date,2025-06-05 11:40:38
Cautare student dupa ID in baza de date,2025-06-05 11:40:38
Cautare cursuri dupa ID student in baza de date,2025-06-05 11:40:38
Obtinere cursuri student,2025-06-05 11:40:38
Cautare student dupa ID in baza de date,2025-06-05 11:40:38
Cautare materie dupa cod in baza de date,2025-06-05 11:40:38
Cautare profesor dupa ID in baza de date,2025-06-05 11:40:38
Cautare sala dupa ID in baza de date,2025-06-05 11:40:38
Cautare student dupa ID in baza de date,2025-06-05 11:40:38
Cautare student dupa ID in baza de date,2025-06-05 11:40:38
Cautare curs dupa ID in baza de date,2025-06-05 11:40:38
Cautare note dupa ID student in baza de date,2025-06-05 11:40:38
Cautare student dupa ID in baza de date,2025-06-05 11:40:38
Calcul medie student,S1,2025-06-05 11:40:38
